primary_label,secondary_labels,type,filename,collection,rating,url,latitude,longitude,scientific_name,common_name,author,license,class_name,rms_reduced,rms_compressed,frequency_reduced,frequency_compressed,spectral_centroid_reduced,spectral_centroid_compressed,snr_reduced,snr_compressed,high_hnr_reduced,low_hnr_reduced,high_hnr_compressed,low_hnr_compressed,tonnetz_reduced,tonnetz_compressed,mfcc_reduced,mfcc_compressed,roll_off_reduced,roll_off_compressed,flatness_reduced,flatness_compressed,contrast_reduced,contrast_compressed
50186,[''],[''],50186/CSA35174.ogg,CSA,0.0,http://colecciones.humboldt.org.co/rec/sonidos/IAvH-CSA-35174/IAvH-CSA-35174.mp3,7.237,-73.8246,Cicadidae,Typical Cicadas,Diego A. Gomez-Morales,cc-by-nc-sa 4.0,Insecta,0.010055713,0.01053811,4498.118745728885,5083.2372938801345,5737.235504588655,7120.1205795979595,-8.663243,-9.541108,-12.9732,-2.58348,-27.032993,-0.92010903,0.0026876360190231773,-0.0191490550748398,-10.829481,-23.841082,9229.985854204962,9690.491402924245,0.03132793,0.024787884,21.92743248758827,21.678757296990273
50186,[''],[''],50186/CSA35148.ogg,CSA,0.0,http://colecciones.humboldt.org.co/rec/sonidos/IAvH-CSA-35148/IAvH-CSA-35148.mp3,7.248,-73.8628,Cicadidae,Typical Cicadas,Diego A. Gomez-Morales,cc-by-nc-sa 4.0,Insecta,0.0014935634,0.0016748104,3729.7563959479235,3012.383405349334,5624.058463246581,7642.323509551533,-10.69427,-10.185299,-13.56675,0.93776226,-30.5157,-5.945428,-0.0020404782422210072,-0.0027773860149060067,-17.628098,-30.60235,9615.275191079721,10041.70594584462,0.018339878,0.015719164,21.144330962135758,20.619675256595297
1462711,[''],[''],1462711/CSA36379.ogg,CSA,0.0,http://colecciones.humboldt.org.co/rec/sonidos/IAvH-CSA-36379/IAvH-CSA-36379.mp3,7.3842,-73.8456,Cocconotus aratifrons,Cocconotus aratifrons,Fabio A. Sarria-S,cc-by-nc-sa 4.0,Insecta,0.0057015675,0.0013383306,2183.113182878008,3413.9628424681523,3051.635142299502,5045.632886581009,-8.098374,-17.50897,-15.221792,-0.81826305,-30.303957,-18.243559,0.0008738007527458912,-0.004492509753195517,-19.45373,-30.417759,5027.027935583156,8208.03370047649,0.111219354,0.13069156,20.912505176564803,20.913056908768162
1462737,[''],[''],1462737/CSA36380.ogg,CSA,0.0,http://colecciones.humboldt.org.co/rec/sonidos/IAvH-CSA-36380/IAvH-CSA-36380.mp3,7.3842,-73.8456,Docidocercus fasciatus,Docidocercus fasciatus,Fabio A. Sarria-S,cc-by-nc-sa 4.0,Insecta,0.0070726997,0.001910537,1843.6333739335473,4124.230254448043,3131.334497037705,5150.684314873865,-7.614312,-16.696556,-17.200573,-1.8588097,-32.0684,-18.533657,0.009867484645952624,0.001673718858678272,-17.529665,-28.950312,5144.102227650928,8280.799927135738,0.09572839,0.12665543,20.440854844130378,20.45972819888531
48124,[''],[''],48124/CSA03598.ogg,CSA,0.0,http://colecciones.humboldt.org.co/rec/sonidos/IAvH-CSA-3598/IAvH-CSA-3598.mp3,5.6521,73.5077,Tettigoniidae,Katydids,Orlando Acevedo-Charry,cc-by-nc-sa 4.0,Insecta,0.002204432,0.0016954807,3680.511657805972,5381.892785648827,4622.917302659249,6569.268731325579,-2.8122764,-11.71615,-31.619164,-14.311287,-30.97698,-5.786772,-0.0039016317057192873,-0.011250681183844152,-26.585258,-37.880535,8440.02396432977,9572.700448523365,0.1533122,0.16895166,19.06873457784331,19.27083970672183
52884,[''],[''],52884/CSA14491.ogg,CSA,0.0,http://colecciones.humboldt.org.co/rec/sonidos/IAvH-CSA-14491/IAvH-CSA-14491.mp3,1.5,-77.5,Gryllidae,True Crickets,Alejandro Mendoza | Mónica Izquierdo,cc-by-nc-sa 4.0,Insecta,0.0076013394,0.0014107664,2534.9246474451465,1904.0529400188473,1870.826190343174,4473.819292938275,-7.5702047,-15.034766,-6.1073685,4.87196,-27.076305,-16.989544,0.004169895059065639,0.0016384842743668445,-12.290029,-24.814991,4148.116583573191,7788.694569496179,0.022522138,0.13210884,20.76406111316272,20.391001566921314
52884,[''],[''],52884/CSA36342.ogg,CSA,0.0,http://colecciones.humboldt.org.co/rec/sonidos/IAvH-CSA-36342/IAvH-CSA-36342.mp3,7.3791,-73.7313,Gryllidae,True Crickets,Fabio A. Sarria-S,cc-by-nc-sa 4.0,Insecta,0.020916738,0.029351123,2652.8165204793404,5139.071960539589,4483.964349901678,5912.06535678738,-6.33374,-2.009392,-28.10392,-12.086705,-34.514683,-14.644163,-0.001297534272986277,-0.0010495352058822402,-23.328308,-28.299429,6378.661429107005,8121.317558170472,0.135277,0.11656464,21.322357591188805,21.528559686510917
715170,[''],[''],715170/CSA35801.ogg,CSA,0.0,http://colecciones.humboldt.org.co/rec/sonidos/IAvH-CSA-35801/IAvH-CSA-35801.mp3,5.6519,-73.5077,Copris susanae,Copris susanae,Angela M. Mendoza-Henao,cc-by-nc-sa 4.0,Insecta,0.01499143,0.01570458,6634.484336798751,6430.287756264053,4811.197544052557,6793.780014441326,-9.626254,-6.9786787,-7.1675496,-3.7728825,-37.772835,-20.298117,0.0004006658334767358,0.0021629453055947816,-9.548924,-22.373537,7888.5272991546535,9327.151933321642,0.04443629,0.08042623,20.826816518124907,20.776332017014848
1462737,[''],[''],1462737/CSA36369.ogg,CSA,0.0,http://colecciones.humboldt.org.co/rec/sonidos/IAvH-CSA-36369/IAvH-CSA-36369.mp3,7.3509,-73.8287,Docidocercus fasciatus,Docidocercus fasciatus,Fabio A. Sarria-S,cc-by-nc-sa 4.0,Insecta,0.0068934443,0.001656835,1621.0419088231986,3327.3559403593763,3171.766206507058,5099.885029004629,-7.678836,-18.439463,-17.12235,-0.65592396,-30.829124,-16.260593,0.003610335394312042,0.0043021706360818705,-17.461857,-29.442478,4980.594883024139,8225.300262734618,0.059541155,0.11288995,21.130721734971285,21.116907773330702
1346504,[''],[''],1346504/CSA18793.ogg,CSA,0.0,http://colecciones.humboldt.org.co/rec/sonidos/IAvH-CSA-18793/IAvH-CSA-18793.mp3,5.7892,-73.5504,Neoconocephalus brachypterus,Neoconocephalus brachypterus,Orlando Acevedo-Charry,cc-by-nc-sa 4.0,Insecta,0.0034032492,0.0014860746,2490.746572031228,4683.876304888547,3975.512726891601,5937.009715761834,-3.2625043,-17.427767,-9.681437,-5.541173,-23.463535,-5.965326,0.0062519762362185545,0.008586363849111904,-24.669872,-36.75176,7177.881596331995,8840.929873439918,0.05973159,0.06710638,20.68913646727602,20.868974503531167
1346504,[''],[''],1346504/CSA18784.ogg,CSA,0.0,http://colecciones.humboldt.org.co/rec/sonidos/IAvH-CSA-18784/IAvH-CSA-18784.mp3,5.7892,-73.5504,Neoconocephalus brachypterus,Neoconocephalus brachypterus,Diego A Gómez-Morales,cc-by-nc-sa 4.0,Insecta,0.014010598,0.002541634,1001.361305209936,1755.3837713479422,1694.4707119729298,3925.0959914031414,-11.9180765,-27.820347,-2.202988,7.438677,-21.470049,-3.016548,-0.0010957406044866899,0.0008368256870544486,-7.8618393,-20.965672,3394.187809144011,7442.413330078125,0.006636476,0.12695411,19.0062558303304,18.461840862904005
1564122,[''],[''],1564122/CSA34195.ogg,CSA,0.0,http://colecciones.humboldt.org.co/rec/sonidos/IAvH-CSA-34195/IAvH-CSA-34195.mp3,-3.8333,-70.3333,Daedadelus waehnerorum,Daedadelus waehnerorum,Fernando Montealegre-Z,cc-by-nc-sa 4.0,Insecta,0.0007117601,0.00077361387,2819.172328414047,4490.483155035554,5280.720064866521,6505.613743885513,-9.669632,-8.909579,-23.538532,-1.1417459,-29.864254,-1.1469561,-0.004354404409906336,-0.0066365004457785695,-28.849455,-41.792267,8760.09854403409,9407.562810724432,0.11446533,0.11676872,20.82000713012694,21.104657127709853
50186,[''],[''],50186/CSA34678.ogg,CSA,0.0,http://colecciones.humboldt.org.co/rec/sonidos/IAvH-CSA-34678/IAvH-CSA-34678.mp3,3.8873,-73.5908,Cicadidae,Typical Cicadas,Eliana Barona- Cortés,cc-by-nc-sa 4.0,Insecta,0.011591269,0.0141549185,5637.92701778339,6446.512122585996,4971.592570442365,6446.522270320148,-11.181012,-8.8379345,-17.097113,0.12903304,-30.679,-2.4857845,-0.036676487736551376,-0.013361241366902256,-7.959018,-20.657866,7926.593735638787,8655.272662750338,0.06331722,0.06774206,21.458714833272808,21.435182914223375
715170,[''],[''],715170/CSA34512.ogg,CSA,0.0,http://colecciones.humboldt.org.co/rec/sonidos/IAvH-CSA-34512/IAvH-CSA-34512.mp3,5.6519,-73.5077,Copris susanae,Copris susanae,Angela M. Mendoza-Henao,cc-by-nc-sa 4.0,Insecta,0.009999361,0.009252163,2372.237792959614,3274.9658856009673,3154.5599407543396,5504.774103355184,-5.7886147,-4.08284,-24.114677,-12.298779,-53.386467,-29.933475,0.009012167810669842,0.004673960491001012,-9.658224,-22.466768,6237.6122820119,8653.031009638642,0.051478066,0.2547345,19.000373375712478,18.739364965582066
52884,[''],[''],52884/CSA18797.ogg,CSA,0.0,http://colecciones.humboldt.org.co/rec/sonidos/IAvH-CSA-18797/IAvH-CSA-18797.mp3,5.7892,-73.5504,Gryllidae,True Crickets,Orlando Acevedo-Charry,cc-by-nc-sa 4.0,Insecta,0.014365567,0.0052708075,1598.239882448783,2053.695454973925,2343.4023634055593,3515.0640542532474,-11.137649,-17.539507,-7.7374845,2.526135,-34.29755,-13.891167,-0.0026502417043550086,-0.004240311507319556,-17.664055,-25.120071,3847.718400039909,5434.783803272542,0.025972953,0.06341504,20.15200237218963,20.21229764276673
48124,[''],[''],48124/CSA35185.ogg,CSA,0.0,http://colecciones.humboldt.org.co/rec/sonidos/IAvH-CSA-35185/IAvH-CSA-35185.mp3,7.3489,-73.899,Tettigoniidae,Katydids,Diego A. Gomez-Morales,cc-by-nc-sa 4.0,Insecta,0.00055034924,0.00017502817,692.7905507165576,5848.667791384072,2492.2182784322163,6554.644774158237,-12.82503,-17.532724,-10.285674,5.8748055,-31.765001,-13.5987425,-0.029615287665131124,-0.02200267696287208,-21.544706,-34.38954,7128.4485619134575,9952.97314906637,0.015687883,0.14041516,19.80808170807569,19.596129562596012
52884,[''],[''],52884/CSA06193.ogg,CSA,0.0,http://colecciones.humboldt.org.co/rec/sonidos/IAvH-CSA-6193/IAvH-CSA-6193.mp3,0.2118,-72.4175,Gryllidae,True Crickets,Mauricio Álvarez-Rebolledo,cc-by-nc-sa 4.0,Insecta,0.01974633,0.01699249,2395.155821651259,4157.123079307051,4195.540127599744,5462.572792659483,-1.3935025,-1.8557703,-1.2062467,9.762572,-0.89195156,10.361643,0.012108769567299922,0.0110190743733322,-17.898071,-26.532063,6071.669490695853,7881.820438357697,0.11697297,0.07382462,23.524334037900363,23.893961889446956
528041,[''],[''],528041/CSA36359.ogg,CSA,0.0,http://colecciones.humboldt.org.co/rec/sonidos/IAvH-CSA-36359/IAvH-CSA-36359.mp3,7.28,-73.8582,Orophus conspersus,Orophus conspersus,Fabio A. Sarria-S,cc-by-nc-sa 4.0,Insecta,0.006769473,0.0019137199,2507.3494289373402,4183.605586614537,3266.711279734612,5286.015908880211,-7.6745815,-15.381827,-16.159893,0.19142033,-31.680805,-12.12018,0.0017670282529218728,0.0057198892240960374,-18.194326,-29.133247,5192.493601701577,8415.86577707769,0.08645585,0.12540513,20.67120295812738,20.715075892807768
714022,[''],[''],714022/CSA34205.ogg,CSA,0.0,http://colecciones.humboldt.org.co/rec/sonidos/IAvH-CSA-34205/IAvH-CSA-34205.mp3,-3.8333,-70.3333,Panoploscelis specularis,Panoploscelis specularis,Fernando Montealegre-Z,cc-by-nc-sa 4.0,Insecta,0.0007141312,0.0010934416,884.4537594503013,6533.685731266842,4451.065818944701,6356.5979254874155,-1.8570707,2.684393,-61.78351,-40.25429,-66.81834,-43.744923,0.003256952476089093,0.005472162889226894,-34.0658,-37.889942,8400.940867326577,9370.401671796391,0.10378457,0.24453579,20.21213133497598,20.243135067386042
52884,[''],[''],52884/CSA18799.ogg,CSA,0.0,http://colecciones.humboldt.org.co/rec/sonidos/IAvH-CSA-18799/IAvH-CSA-18799.mp3,5.7892,-73.5504,Gryllidae,True Crickets,Orlando Acevedo-Charry,cc-by-nc-sa 4.0,Insecta,0.0072037275,0.00533322,3342.4030208025993,2409.5287044342845,2387.6346423693617,3595.359092657954,-11.2787485,-15.904899,-12.416034,-1.466752,-6.2409596,13.848256,0.0032170436944235587,0.005592432216524058,-16.43946,-29.321848,3704.294267306018,4932.478507310613,0.020751188,0.016940653,21.182403456519154,21.13941905045307
548639,[''],[''],548639/CSA34188.ogg,CSA,0.0,http://colecciones.humboldt.org.co/rec/sonidos/IAvH-CSA-34188/IAvH-CSA-34188.mp3,-3.8333,-70.3333,Copiphora gracilis,Copiphora gracilis,Fernando Montealegre-Z,cc-by-nc-sa 4.0,Insecta,0.00049440964,0.00033307134,1230.7423132962315,3262.8426994063157,4032.6747999320987,5965.454673122274,-12.73478,-16.069351,-24.823637,-2.0815916,-31.454731,-2.0186684,-0.004048127196959119,-0.004189884966276309,-28.935492,-41.88118,8027.8934854119,9299.510433799342,0.082525015,0.2289579,20.580699229670824,20.570174203644452
523060,[''],[''],523060/CSA34182.ogg,CSA,0.0,http://colecciones.humboldt.org.co/rec/sonidos/IAvH-CSA-34182/IAvH-CSA-34182.mp3,-3.8333,-70.3333,Eschatoceras bipunctatus,Eschatoceras bipunctatus,Fernando Montealegre-Z,cc-by-nc-sa 4.0,Insecta,0.0005241942,0.0005500038,2172.2156062272334,2347.7195608772204,4771.6259726215585,5962.354480131391,-5.760001,-5.068692,-28.300426,-6.4702024,-34.307205,-7.093063,0.001340931851101097,-0.000429353889609509,-31.93884,-44.421577,8129.9326171875,9054.28125,0.15375851,0.13739057,19.886578309417622,20.070777411671486
52884,[''],[''],52884/CSA35125.ogg,CSA,0.0,http://colecciones.humboldt.org.co/rec/sonidos/IAvH-CSA-35125/IAvH-CSA-35125.mp3,7.3505,-73.8296,Gryllidae,True Crickets,Diego A. Gomez-Morales,cc-by-nc-sa 4.0,Insecta,0.015200559,0.013508053,3828.613741467071,3864.564447273529,3426.6714606948185,4660.9400504049845,-11.750039,-12.432264,-14.985966,6.178423,-22.777935,5.4786816,-0.01740379928676441,-0.07800940105673138,-11.296865,-23.904154,4887.620445227844,6357.103226133176,0.0007770257,0.0104408655,25.066710819992704,24.426671674233166
50186,[''],[''],50186/CSA34402.ogg,CSA,0.0,http://colecciones.humboldt.org.co/rec/sonidos/IAvH-CSA-34402/IAvH-CSA-34402.mp3,5.2312,-72.628,Cicadidae,Typical Cicadas,Eliana Barona-Cortés,cc-by-nc-sa 4.0,Insecta,0.02936235,0.011330243,1162.8926801677856,1520.4406156648972,2370.4995587886647,3623.541986185545,-13.341985,-22.164204,9.124076,16.470627,6.1516023,15.077684,-0.01745499091353465,-0.003744398082733472,-16.512304,-29.335917,4195.299631597088,5703.707177129692,0.01724955,0.014190038,25.86056532991444,25.62485264815396
50186,[''],[''],50186/CSA04299.ogg,CSA,0.0,http://colecciones.humboldt.org.co/rec/sonidos/IAvH-CSA-4299/IAvH-CSA-4299.mp3,1.3486,-76.103,Cicadidae,Typical Cicadas,Mauricio Álvarez-Rebolledo,cc-by-nc-sa 4.0,Insecta,0.004574797,0.0070338575,6471.454774073387,7216.101826920108,5660.484286665195,6831.215624438541,-12.174227,-8.212166,-24.313103,0.810271,-33.399868,0.123685494,-0.023514455226358807,-0.014938191649513792,-13.982294,-26.366096,7822.527698245211,8059.401265903154,0.073206045,0.03543359,20.312970851227753,20.285422145615858
1564122,[''],[''],1564122/CSA34197.ogg,CSA,0.0,http://colecciones.humboldt.org.co/rec/sonidos/IAvH-CSA-34197/IAvH-CSA-34197.mp3,-3.8333,-70.3333,Daedadelus waehnerorum,Daedadelus waehnerorum,Fernando Montealegre-Z,cc-by-nc-sa 4.0,Insecta,0.0005482762,0.0006003712,2683.775550766314,4777.392658233196,5307.505564891747,6546.756194363821,-9.281531,-8.438637,-21.190073,-0.84328204,-30.10796,-0.9459541,-0.008616070930392693,-0.00965811685690381,-29.575277,-42.533028,8821.219350056475,9413.901308358434,0.12005534,0.12141482,20.535654489429817,20.74365610576734
715170,[''],[''],715170/CSA34514.ogg,CSA,0.0,http://colecciones.humboldt.org.co/rec/sonidos/IAvH-CSA-34514/IAvH-CSA-34514.mp3,5.6519,-73.5077,Copris susanae,Copris susanae,Angela M. Mendoza-Henao,cc-by-nc-sa 4.0,Insecta,0.0071540587,0.005102599,1914.9069173044552,3348.0332217825066,3117.486185515032,5470.20261069932,-4.394005,-6.996448,-24.732376,-13.469662,-49.559624,-29.896376,-4.0235457838953405e-05,-0.0007133546137420592,-12.391992,-25.19385,6175.90432181816,8439.190636035459,0.041862853,0.21442434,19.54995484335029,19.36315655467158
50186,[''],[''],50186/CSA35149.ogg,CSA,0.0,http://colecciones.humboldt.org.co/rec/sonidos/IAvH-CSA-35149/IAvH-CSA-35149.mp3,7.248,-73.8628,Cicadidae,Typical Cicadas,Diego A. Gomez-Morales,cc-by-nc-sa 4.0,Insecta,0.00081375876,0.00095404126,9658.220680992064,11018.159749837772,6921.267587344987,8650.405768867093,-12.653289,-12.005392,-5.1867075,3.8273094,-23.03408,2.6692817,-0.005153411549689761,0.003296156620352014,-21.840649,-34.883343,10282.554489466427,10390.178838676713,0.018405711,0.0113083515,20.229177273800932,19.82318671420151
50186,[''],[''],50186/CSA18185.ogg,CSA,0.0,http://colecciones.humboldt.org.co/rec/sonidos/IAvH-CSA-18185/IAvH-CSA-18185.mp3,4.5,-74.3333,Cicadidae,Typical Cicadas,Ana María Ospina-Larrea,cc-by-nc-sa 4.0,Insecta,0.005802939,0.001803365,225.27453377218725,862.1560049678452,1831.645601115476,3364.781355495121,-10.427237,-15.531045,-14.183148,-1.3174225,-34.863228,-14.388151,0.000817021227237002,0.00017435372410765703,-14.104678,-26.265654,3115.9978246541214,6001.313710877032,0.037837874,0.0958414,18.920442796275875,18.849599266849467
48124,[''],[''],48124/CSA35116.ogg,CSA,0.0,http://colecciones.humboldt.org.co/rec/sonidos/IAvH-CSA-35116/IAvH-CSA-35116.mp3,7.3515,-73.8261,Tettigoniidae,Katydids,Diego A. Gomez-Morales,cc-by-nc-sa 4.0,Insecta,0.01314653,0.0059080077,7427.053809261007,7534.011821893403,4866.389721039628,7151.4093540732565,-11.340188,-20.678951,5.5836062,15.455388,-22.758602,-0.2173885,0.006198082692008784,-0.0031506944843283464,-10.012113,-23.042765,8258.008398286329,8927.187685184066,0.017814435,0.04099896,22.186751793042315,21.930254328646235
714022,[''],[''],714022/CSA34203.ogg,CSA,0.0,http://colecciones.humboldt.org.co/rec/sonidos/IAvH-CSA-34203/IAvH-CSA-34203.mp3,-3.8333,-70.3333,Panoploscelis specularis,Panoploscelis specularis,Fernando Montealegre-Z,cc-by-nc-sa 4.0,Insecta,0.00086521625,0.0011751187,841.0107589945595,5383.144031586207,4414.544272751729,6238.484920568538,-1.674791,1.6234996,-59.87557,-38.634113,-63.370495,-40.853878,-0.002142970959439635,0.0014539014980636765,-33.55073,-37.047604,8304.93311453899,9295.3271257619,0.13705488,0.23770198,20.40668086838491,20.455964832029885
1462737,[''],[''],1462737/CSA36391.ogg,CSA,0.0,http://colecciones.humboldt.org.co/rec/sonidos/IAvH-CSA-36391/IAvH-CSA-36391.mp3,7.3842,-73.8456,Docidocercus fasciatus,Docidocercus fasciatus,Fabio A. Sarria-S,cc-by-nc-sa 4.0,Insecta,0.006100773,0.0014254425,670.0136231812877,3148.5069079790196,2791.865957344341,4956.877104401041,-7.5305214,-18.294357,-20.61509,-3.0377946,-34.387783,-17.785667,0.0009145979955623013,-0.00013639166993510728,-18.432013,-30.032984,4921.570239938081,8204.208723605601,0.13219903,0.15960447,19.95882058035949,19.773301032054388
